configName      Platooning
iniFile         omnetpp.ini
processID       3871
runID           Platooning-0-20191231-13:24:17-3871
totalRun        1
currentRun      0
currentConfig   Platooning
sim timeStep    100 ms
startDateTime   2019-12-31 13:24:17.716
endDateTime     2019-12-31 13:24:33.716
duration        0 hour, 0 minute, 15 second


index     timeStamp   vehid               emissionclass       co2                 co                  hc                  nox                 
341       33.90       veh1.4              HBEFA3/PC_G_EU4     3250.42             0.00                0.04                0.99                
341       33.90       veh1.5              HBEFA3/PC_G_EU4     3265.00             0.00                0.04                0.99                

342       34.00       flow1.0             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
342       34.00       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
342       34.00       flow1.2             HBEFA3/PC_G_EU4     3188.25             0.00                0.03                0.96                
342       34.00       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
342       34.00       flow1.4             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
342       34.00       flow1.5             HBEFA3/HDV          78953.06            93.49               0.00                625.18              
342       34.00       flow1.6             HBEFA3/PC_G_EU4     9369.59             175.39              1.02                4.14                
342       34.00       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
342       34.00       veh                 HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
342       34.00       veh.1               HBEFA3/HDV          17122.85            24.48               0.00                137.72              
342       34.00       veh.2               HBEFA3/PC_G_EU4     3170.32             0.00                0.03                0.95                
342       34.00       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
342       34.00       veh1.1              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
342       34.00       veh1.2              HBEFA3/PC_G_EU4     3169.74             0.00                0.03                0.95                
342       34.00       veh1.3              HBEFA3/PC_G_EU4     3169.90             0.00                0.03                0.95                
342       34.00       veh1.4              HBEFA3/PC_G_EU4     3248.30             0.00                0.04                0.99                
342       34.00       veh1.5              HBEFA3/PC_G_EU4     3262.51             0.00                0.04                0.99                

343       34.10       flow1.0             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
343       34.10       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
343       34.10       flow1.2             HBEFA3/PC_G_EU4     3187.83             0.00                0.03                0.96                
343       34.10       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
343       34.10       flow1.4             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
343       34.10       flow1.5             HBEFA3/HDV          79836.67            94.45               0.00                631.85              
343       34.10       flow1.6             HBEFA3/PC_G_EU4     9609.78             177.41              1.04                4.24                
343       34.10       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
343       34.10       veh                 HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
343       34.10       veh.1               HBEFA3/HDV          17122.69            24.48               0.00                137.72              
343       34.10       veh.2               HBEFA3/PC_G_EU4     3170.30             0.00                0.03                0.95                
343       34.10       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
343       34.10       veh1.1              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
343       34.10       veh1.2              HBEFA3/PC_G_EU4     3169.73             0.00                0.03                0.95                
343       34.10       veh1.3              HBEFA3/PC_G_EU4     3169.85             0.00                0.03                0.95                
343       34.10       veh1.4              HBEFA3/PC_G_EU4     3246.23             0.00                0.04                0.99                
343       34.10       veh1.5              HBEFA3/PC_G_EU4     3260.09             0.00                0.04                0.99                

344       34.20       flow1.0             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
344       34.20       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
344       34.20       flow1.2             HBEFA3/PC_G_EU4     3187.42             0.00                0.03                0.96                
344       34.20       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
344       34.20       flow1.4             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
344       34.20       flow1.5             HBEFA3/HDV          80720.28            95.42               0.00                638.52              
344       34.20       flow1.6             HBEFA3/PC_G_EU4     9851.38             179.52              1.06                4.35                
344       34.20       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
344       34.20       veh                 HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
344       34.20       veh.1               HBEFA3/HDV          17122.54            24.48               0.00                137.72              
344       34.20       veh.2               HBEFA3/PC_G_EU4     3170.27             0.00                0.03                0.95                
344       34.20       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
344       34.20       veh1.1              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
344       34.20       veh1.2              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
344       34.20       veh1.3              HBEFA3/PC_G_EU4     3169.79             0.00                0.03                0.95                
344       34.20       veh1.4              HBEFA3/PC_G_EU4     3244.21             0.00                0.04                0.98                
344       34.20       veh1.5              HBEFA3/PC_G_EU4     3257.72             0.00                0.04                0.99                

345       34.30       flow1.0             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
345       34.30       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
345       34.30       flow1.2             HBEFA3/PC_G_EU4     3187.02             0.00                0.03                0.96                
345       34.30       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
345       34.30       flow1.4             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
345       34.30       flow1.5             HBEFA3/HDV          81603.89            96.39               0.00                645.19              
345       34.30       flow1.6             HBEFA3/PC_G_EU4     10094.39            181.74              1.07                4.46                
345       34.30       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
345       34.30       veh                 HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
345       34.30       veh.1               HBEFA3/HDV          17122.40            24.48               0.00                137.72              
345       34.30       veh.2               HBEFA3/PC_G_EU4     3170.24             0.00                0.03                0.95                
345       34.30       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
345       34.30       veh1.1              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
345       34.30       veh1.2              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
345       34.30       veh1.3              HBEFA3/PC_G_EU4     3169.73             0.00                0.03                0.95                
345       34.30       veh1.4              HBEFA3/PC_G_EU4     3242.24             0.00                0.04                0.98                
345       34.30       veh1.5              HBEFA3/PC_G_EU4     3255.40             0.00                0.04                0.99                

346       34.40       flow1.0             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
346       34.40       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
346       34.40       flow1.2             HBEFA3/PC_G_EU4     3186.62             0.00                0.03                0.96                
346       34.40       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
346       34.40       flow1.4             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
346       34.40       flow1.5             HBEFA3/HDV          82487.50            97.35               0.00                651.86              
346       34.40       flow1.6             HBEFA3/PC_G_EU4     10338.81            184.07              1.09                4.56                
346       34.40       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
346       34.40       veh                 HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
346       34.40       veh.1               HBEFA3/HDV          17122.26            24.48               0.00                137.72              
346       34.40       veh.2               HBEFA3/PC_G_EU4     3170.22             0.00                0.03                0.95                
346       34.40       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
346       34.40       veh1.1              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
346       34.40       veh1.2              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
346       34.40       veh1.3              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
346       34.40       veh1.4              HBEFA3/PC_G_EU4     3240.33             0.00                0.04                0.98                
346       34.40       veh1.5              HBEFA3/PC_G_EU4     3253.14             0.00                0.04                0.99                

347       34.50       flow1.0             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
347       34.50       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
347       34.50       flow1.2             HBEFA3/PC_G_EU4     3186.22             0.00                0.03                0.96                
347       34.50       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
347       34.50       flow1.4             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
347       34.50       flow1.5             HBEFA3/HDV          83371.11            98.32               0.00                658.53              
347       34.50       flow1.6             HBEFA3/PC_G_EU4     10584.65            186.49              1.11                4.67                
347       34.50       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
347       34.50       veh                 HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
347       34.50       veh.1               HBEFA3/HDV          17122.12            24.48               0.00                137.72              
347       34.50       veh.2               HBEFA3/PC_G_EU4     3170.20             0.00                0.03                0.95                
347       34.50       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
347       34.50       veh1.1              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
347       34.50       veh1.2              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
347       34.50       veh1.3              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
347       34.50       veh1.4              HBEFA3/PC_G_EU4     3238.46             0.00                0.04                0.98                
347       34.50       veh1.5              HBEFA3/PC_G_EU4     3250.93             0.00                0.04                0.99                

348       34.60       flow1.0             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
348       34.60       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
348       34.60       flow1.2             HBEFA3/PC_G_EU4     3185.83             0.00                0.03                0.96                
348       34.60       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
348       34.60       flow1.4             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
348       34.60       flow1.5             HBEFA3/HDV          84254.72            99.29               0.00                665.20              
348       34.60       flow1.6             HBEFA3/PC_G_EU4     10831.90            189.03              1.12                4.78                
348       34.60       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
348       34.60       veh                 HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
348       34.60       veh.1               HBEFA3/HDV          17122.00            24.48               0.00                137.71              
348       34.60       veh.2               HBEFA3/PC_G_EU4     3170.17             0.00                0.03                0.95                
348       34.60       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
348       34.60       veh1.1              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
348       34.60       veh1.2              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
348       34.60       veh1.3              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
348       34.60       veh1.4              HBEFA3/PC_G_EU4     3236.64             0.00                0.04                0.98                
348       34.60       veh1.5              HBEFA3/PC_G_EU4     3248.78             0.00                0.04                0.99                

349       34.70       flow1.0             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
349       34.70       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
349       34.70       flow1.2             HBEFA3/PC_G_EU4     3185.44             0.00                0.03                0.96                
349       34.70       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
349       34.70       flow1.4             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
349       34.70       flow1.5             HBEFA3/HDV          85138.33            100.25              0.00                671.87              
349       34.70       flow1.6             HBEFA3/PC_G_EU4     11080.56            191.66              1.14                4.89                
349       34.70       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
349       34.70       veh                 HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
349       34.70       veh.1               HBEFA3/HDV          17121.88            24.47               0.00                137.71              
349       34.70       veh.2               HBEFA3/PC_G_EU4     3170.15             0.00                0.03                0.95                
349       34.70       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
349       34.70       veh1.1              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
349       34.70       veh1.2              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
349       34.70       veh1.3              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
349       34.70       veh1.4              HBEFA3/PC_G_EU4     3234.87             0.00                0.04                0.98                
349       34.70       veh1.5              HBEFA3/PC_G_EU4     3246.68             0.00                0.04                0.99                

350       34.80       flow1.0             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
350       34.80       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
350       34.80       flow1.2             HBEFA3/PC_G_EU4     3185.06             0.00                0.03                0.96                
350       34.80       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
350       34.80       flow1.4             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
350       34.80       flow1.5             HBEFA3/HDV          86021.94            101.22              0.00                678.54              
350       34.80       flow1.6             HBEFA3/PC_G_EU4     11330.63            194.41              1.16                5.00                
350       34.80       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
350       34.80       veh                 HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
350       34.80       veh.1               HBEFA3/HDV          17121.76            24.47               0.00                137.71              
350       34.80       veh.2               HBEFA3/PC_G_EU4     3170.13             0.00                0.03                0.95                
350       34.80       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
350       34.80       veh1.1              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
350       34.80       veh1.2              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
350       34.80       veh1.3              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
350       34.80       veh1.4              HBEFA3/PC_G_EU4     3233.15             0.00                0.04                0.98                
350       34.80       veh1.5              HBEFA3/PC_G_EU4     3244.63             0.00                0.04                0.98                

351       34.90       flow1.0             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
351       34.90       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
351       34.90       flow1.2             HBEFA3/PC_G_EU4     3184.69             0.00                0.03                0.96                
351       34.90       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
351       34.90       flow1.4             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
351       34.90       flow1.5             HBEFA3/HDV          86905.56            102.18              0.00                685.21              
351       34.90       flow1.6             HBEFA3/PC_G_EU4     11582.12            197.25              1.18                5.11                
351       34.90       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
351       34.90       veh                 HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
351       34.90       veh.1               HBEFA3/HDV          17121.66            24.47               0.00                137.71              
351       34.90       veh.2               HBEFA3/PC_G_EU4     3170.11             0.00                0.03                0.95                
351       34.90       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
351       34.90       veh1.1              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
351       34.90       veh1.2              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
351       34.90       veh1.3              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
351       34.90       veh1.4              HBEFA3/PC_G_EU4     3231.47             0.00                0.04                0.98                
351       34.90       veh1.5              HBEFA3/PC_G_EU4     3242.64             0.00                0.04                0.98                

352       35.00       flow1.0             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
352       35.00       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
352       35.00       flow1.2             HBEFA3/PC_G_EU4     3184.33             0.00                0.03                0.96                
352       35.00       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
352       35.00       flow1.4             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
352       35.00       flow1.5             HBEFA3/HDV          87789.17            103.15              0.00                691.88              
352       35.00       flow1.6             HBEFA3/PC_G_EU4     11835.02            200.20              1.20                5.22                
352       35.00       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
352       35.00       veh                 HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
352       35.00       veh.1               HBEFA3/HDV          17121.55            24.47               0.00                137.71              
352       35.00       veh.2               HBEFA3/PC_G_EU4     3170.09             0.00                0.03                0.95                
352       35.00       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
352       35.00       veh1.1              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
352       35.00       veh1.2              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
352       35.00       veh1.3              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
352       35.00       veh1.4              HBEFA3/PC_G_EU4     3229.84             0.00                0.03                0.98                
352       35.00       veh1.5              HBEFA3/PC_G_EU4     3240.70             0.00                0.04                0.98                

353       35.10       flow1.0             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
353       35.10       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
353       35.10       flow1.2             HBEFA3/PC_G_EU4     3183.98             0.00                0.03                0.95                
353       35.10       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
353       35.10       flow1.4             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
353       35.10       flow1.5             HBEFA3/HDV          88672.78            104.12              0.00                698.55              
353       35.10       flow1.6             HBEFA3/PC_G_EU4     12089.34            203.26              1.22                5.34                
353       35.10       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
353       35.10       veh                 HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
353       35.10       veh.1               HBEFA3/HDV          17121.45            24.47               0.00                137.71              
353       35.10       veh.2               HBEFA3/PC_G_EU4     3170.08             0.00                0.03                0.95                
353       35.10       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
353       35.10       veh1.1              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
353       35.10       veh1.2              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
353       35.10       veh1.3              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
353       35.10       veh1.4              HBEFA3/PC_G_EU4     3228.25             0.00                0.03                0.98                
353       35.10       veh1.5              HBEFA3/PC_G_EU4     3238.81             0.00                0.04                0.98                

354       35.20       flow1.0             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
354       35.20       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
354       35.20       flow1.2             HBEFA3/PC_G_EU4     3183.64             0.00                0.03                0.95                
354       35.20       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
354       35.20       flow1.4             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
354       35.20       flow1.5             HBEFA3/HDV          89556.39            105.08              0.00                705.22              
354       35.20       flow1.6             HBEFA3/PC_G_EU4     12345.07            206.41              1.24                5.45                
354       35.20       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
354       35.20       veh                 HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
354       35.20       veh.1               HBEFA3/HDV          17121.36            24.47               0.00                137.71              
354       35.20       veh.2               HBEFA3/PC_G_EU4     3170.06             0.00                0.03                0.95                
354       35.20       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
354       35.20       veh1.1              HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
354       35.20       veh1.2              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
354       35.20       veh1.3              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
354       35.20       veh1.4              HBEFA3/PC_G_EU4     3226.71             0.00                0.03                0.98                
354       35.20       veh1.5              HBEFA3/PC_G_EU4     3236.98             0.00                0.04                0.98                

355       35.30       flow1.0             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
355       35.30       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
355       35.30       flow1.2             HBEFA3/PC_G_EU4     3183.31             0.00                0.03                0.95                
355       35.30       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
355       35.30       flow1.4             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
355       35.30       flow1.5             HBEFA3/HDV          90440.00            106.05              0.00                711.89              
355       35.30       flow1.6             HBEFA3/PC_G_EU4     12602.21            209.68              1.26                5.56                
355       35.30       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
355       35.30       veh                 HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
355       35.30       veh.1               HBEFA3/HDV          17121.27            24.47               0.00                137.71              
355       35.30       veh.2               HBEFA3/PC_G_EU4     3170.04             0.00                0.03                0.95                
355       35.30       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
355       35.30       veh1.1              HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
355       35.30       veh1.2              HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
355       35.30       veh1.3              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
355       35.30       veh1.4              HBEFA3/PC_G_EU4     3225.21             0.00                0.03                0.98                
355       35.30       veh1.5              HBEFA3/PC_G_EU4     3235.20             0.00                0.04                0.98                

356       35.40       flow1.0             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
356       35.40       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
356       35.40       flow1.2             HBEFA3/PC_G_EU4     3182.99             0.00                0.03                0.95                
356       35.40       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
356       35.40       flow1.4             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
356       35.40       flow1.5             HBEFA3/HDV          91323.61            107.02              0.00                718.57              
356       35.40       flow1.6             HBEFA3/PC_G_EU4     12860.76            213.04              1.28                5.68                
356       35.40       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
356       35.40       veh                 HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
356       35.40       veh.1               HBEFA3/HDV          17121.18            24.47               0.00                137.71              
356       35.40       veh.2               HBEFA3/PC_G_EU4     3170.03             0.00                0.03                0.95                
356       35.40       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
356       35.40       veh1.1              HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
356       35.40       veh1.2              HBEFA3/PC_G_EU4     3169.73             0.00                0.03                0.95                
356       35.40       veh1.3              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
356       35.40       veh1.4              HBEFA3/PC_G_EU4     3223.75             0.00                0.03                0.97                
356       35.40       veh1.5              HBEFA3/PC_G_EU4     3233.47             0.00                0.04                0.98                

357       35.50       flow1.0             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
357       35.50       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
357       35.50       flow1.2             HBEFA3/PC_G_EU4     3182.68             0.00                0.03                0.95                
357       35.50       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
357       35.50       flow1.4             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
357       35.50       flow1.5             HBEFA3/HDV          92207.22            107.98              0.00                725.24              
357       35.50       flow1.6             HBEFA3/PC_G_EU4     13120.73            216.52              1.31                5.79                
357       35.50       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
357       35.50       veh                 HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
357       35.50       veh.1               HBEFA3/HDV          17121.10            24.47               0.00                137.71              
357       35.50       veh.2               HBEFA3/PC_G_EU4     3170.01             0.00                0.03                0.95                
357       35.50       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
357       35.50       veh1.1              HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
357       35.50       veh1.2              HBEFA3/PC_G_EU4     3169.73             0.00                0.03                0.95                
357       35.50       veh1.3              HBEFA3/PC_G_EU4     3169.73             0.00                0.03                0.95                
357       35.50       veh1.4              HBEFA3/PC_G_EU4     3222.32             0.00                0.03                0.97                
357       35.50       veh1.5              HBEFA3/PC_G_EU4     3231.79             0.00                0.04                0.98                

358       35.60       flow1.0             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
358       35.60       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
358       35.60       flow1.2             HBEFA3/PC_G_EU4     3182.38             0.00                0.03                0.95                
358       35.60       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
358       35.60       flow1.4             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
358       35.60       flow1.5             HBEFA3/HDV          93090.83            108.95              0.00                731.91              
358       35.60       flow1.6             HBEFA3/PC_G_EU4     13382.11            220.09              1.33                5.91                
358       35.60       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
358       35.60       veh                 HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
358       35.60       veh.1               HBEFA3/HDV          17121.02            24.47               0.00                137.71              
358       35.60       veh.2               HBEFA3/PC_G_EU4     3170.00             0.00                0.03                0.95                
358       35.60       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
358       35.60       veh1.1              HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
358       35.60       veh1.2              HBEFA3/PC_G_EU4     3169.74             0.00                0.03                0.95                
358       35.60       veh1.3              HBEFA3/PC_G_EU4     3169.76             0.00                0.03                0.95                
358       35.60       veh1.4              HBEFA3/PC_G_EU4     3220.94             0.00                0.03                0.97                
358       35.60       veh1.5              HBEFA3/PC_G_EU4     3230.16             0.00                0.03                0.98                

359       35.70       flow1.0             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
359       35.70       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
359       35.70       flow1.2             HBEFA3/PC_G_EU4     3182.09             0.00                0.03                0.95                
359       35.70       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
359       35.70       flow1.4             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
359       35.70       flow1.5             HBEFA3/HDV          93974.44            109.92              0.00                738.58              
359       35.70       flow1.6             HBEFA3/PC_G_EU4     13644.90            223.77              1.35                6.03                
359       35.70       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
359       35.70       veh                 HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
359       35.70       veh.1               HBEFA3/HDV          17120.95            24.47               0.00                137.71              
359       35.70       veh.2               HBEFA3/PC_G_EU4     3169.99             0.00                0.03                0.95                
359       35.70       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
359       35.70       veh1.1              HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
359       35.70       veh1.2              HBEFA3/PC_G_EU4     3169.74             0.00                0.03                0.95                
359       35.70       veh1.3              HBEFA3/PC_G_EU4     3169.77             0.00                0.03                0.95                
359       35.70       veh1.4              HBEFA3/PC_G_EU4     3219.59             0.00                0.03                0.97                
359       35.70       veh1.5              HBEFA3/PC_G_EU4     3228.57             0.00                0.03                0.98                

360       35.80       flow1.0             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
360       35.80       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
